year,category,nominee,movie,winner,id
1984,actor in a supporting role,Ralph Richardson,"Greystoke: The Legend of Tarzan, Lord of the Apes",FALSE,1224
1973,actor in a supporting role,Randy Quaid,The Last Detail,FALSE,1225
1945,actor,Ray Milland,The Lost Weekend,TRUE,1226
1940,actor,Raymond Massey,Abe Lincoln in Illinois,FALSE,1227
1957,actor in a supporting role,Red Buttons,Sayonara,TRUE,1228
2005,actress in a leading role,Reese Witherspoon,Walk the Line,TRUE,1229
2001,actress in a leading role,Ren_e Zellweger,Bridget Jones's Diary,FALSE,1230
2002,actress in a leading role,Ren_e Zellweger,Chicago,FALSE,1231
2003,actress in a supporting role,Ren_e Zellweger,Cold Mountain,TRUE,1232
1963,actor,Rex Harrison,Cleopatra,FALSE,1233
1964,actor,Rex Harrison,My Fair Lady,TRUE,1234
1952,actor in a supporting role,Richard Burton,My Cousin Rachel,FALSE,1235
1953,actor,Richard Burton,The Robe,FALSE,1236
1964,actor,Richard Burton,Becket,FALSE,1237
1965,actor,Richard Burton,The Spy Who Came In from the Cold,FALSE,1238
1966,actor,Richard Burton,Who's Afraid of Virginia Woolf?,FALSE,1239
1969,actor,Richard Burton,Anne of the Thousand Days,FALSE,1240
1977,actor in a leading role,Richard Burton,Equus,FALSE,1241
1970,actor in a supporting role,Richard Castellano,Lovers and Other Strangers,FALSE,1242
1977,actor in a leading role,Richard Dreyfuss,The Goodbye Girl,TRUE,1243
1995,actor in a leading role,Richard Dreyfuss,Mr. Holland's Opus,FALSE,1244
1978,actor in a supporting role,Richard Farnsworth,Comes a Horseman,FALSE,1245
1999,actor in a leading role,Richard Farnsworth,The Straight Story,FALSE,1246
1963,actor,Richard Harris,This Sporting Life,FALSE,1247
1990,actor in a leading role,Richard Harris,The Field,FALSE,1248
1971,actor in a supporting role,Richard Jaeckel,Sometimes a Great Notion,FALSE,1249
2008,actor in a leading role,Richard Jenkins,The Visitor,FALSE,1250
1949,actor,Richard Todd,The Hasty Heart,FALSE,1251
1947,actor in a supporting role,Richard Widmark,Kiss of Death,FALSE,1252
2006,actress in a supporting role,Rinko Kikuchi,Babel,FALSE,1253
1983,actor in a supporting role,Rip Torn,Cross Creek,FALSE,1254
1961,actress in a supporting role,Rita Moreno,West Side Story,TRUE,1255
1988,actor in a supporting role,River Phoenix,Running on Empty,FALSE,1256
1974,actor in a supporting role,Robert De Niro,The Godfather Part II,TRUE,1257
1976,actor in a leading role,Robert De Niro,Taxi Driver,FALSE,1258
1978,actor in a leading role,Robert De Niro,The Deer Hunter,FALSE,1259
1980,actor in a leading role,Robert De Niro,Raging Bull,TRUE,1260
1990,actor in a leading role,Robert De Niro,Awakenings,FALSE,1261
1991,actor in a leading role,Robert De Niro,Cape Fear,FALSE,1262
2012,actor in a supporting role,Robert De Niro,Silver Linings Playbook,FALSE,1263
1938,actor,Robert Donat,The Citadel,FALSE,1264
1939,actor,Robert Donat,"Goodbye, Mr. Chips",TRUE,1265
1992,actor in a leading role,Robert Downey Jr.,Chaplin,FALSE,1266
2008,actor in a supporting role,Robert Downey Jr.,Tropic Thunder,FALSE,1267
1972,actor in a supporting role,Robert Duvall,The Godfather,FALSE,1268
1979,actor in a supporting role,Robert Duvall,Apocalypse Now,FALSE,1269
1980,actor in a leading role,Robert Duvall,The Great Santini,FALSE,1270
1983,actor in a leading role,Robert Duvall,Tender Mercies,TRUE,1271
1997,actor in a leading role,Robert Duvall,The Apostle,FALSE,1272
1998,actor in a supporting role,Robert Duvall,A Civil Action,FALSE,1273
1997,actor in a supporting role,Robert Forster,Jackie Brown,FALSE,1274
1985,actor in a supporting role,Robert Loggia,Jagged Edge,FALSE,1275
1945,actor in a supporting role,Robert Mitchum,G. I. Joe,FALSE,1276
1937,actor,Robert Montgomery,Night Must Fall,FALSE,1277
1941,actor,Robert Montgomery,Here Comes Mr. Jordan,FALSE,1278
1938,actor in a supporting role,Robert Morley,Marie Antoinette,FALSE,1279
1982,actor in a supporting role,Robert Preston,Victor/Victoria,FALSE,1280
1973,actor,Robert Redford,The Sting,FALSE,1281
1947,actor in a supporting role,Robert Ryan,Crossfire,FALSE,1282
1966,actor in a supporting role,Robert Shaw,A Man for All Seasons,FALSE,1283
1956,actor in a supporting role,Robert Stack,Written on the Wind,FALSE,1284
1953,actor in a supporting role,Robert Strauss,Stalag 17,FALSE,1285
1959,actor in a supporting role,Robert Vaughn,The Young Philadelphians,FALSE,1286
1998,actor in a leading role,Roberto Benigni,Life Is Beautiful,TRUE,1287
1987,actor in a leading role,Robin Williams,"Good Morning, Vietnam",FALSE,1288
1989,actor in a leading role,Robin Williams,Dead Poets Society,FALSE,1289
1991,actor in a leading role,Robin Williams,The Fisher King,FALSE,1290
1997,actor in a supporting role,Robin Williams,Good Will Hunting,TRUE,1291
1956,actor,Rock Hudson,Giant,FALSE,1292
1954,actor in a supporting role,Rod Steiger,On the Waterfront,FALSE,1293
1965,actor,Rod Steiger,The Pawnbroker,FALSE,1294
1967,actor,Rod Steiger,In the Heat of the Night,TRUE,1295
1937,actor in a supporting role,Roland Young,Topper,FALSE,1296
1968,actor,Ron Moody,Oliver!,FALSE,1297
1942,actor,Ronald Colman,Random Harvest,FALSE,1298
1947,actor,Ronald Colman,A Double Life,TRUE,1299
1975,actress in a supporting role,Ronee Blakley,Nashville,FALSE,1300
2011,actress in a leading role,Rooney Mara,The Girl with the Dragon Tattoo,FALSE,1301
1942,actress,Rosalind Russell,My Sister Eileen,FALSE,1302
1946,actress,Rosalind Russell,Sister Kenny,FALSE,1303
1947,actress,Rosalind Russell,Mourning Becomes Electra,FALSE,1304
1958,actress,Rosalind Russell,Auntie Mame,FALSE,1305
1994,actress in a supporting role,Rosemary Harris,Tom & Viv,FALSE,1306
1993,actress in a supporting role,Rosie Perez,Fearless,FALSE,1307
1971,actor in a supporting role,Roy Scheider,The French Connection,FALSE,1308
1979,actor in a leading role,Roy Scheider,All That Jazz,FALSE,1309
2007,actress in a supporting role,Ruby Dee,American Gangster,FALSE,1310
1969,actor in a supporting role,Rupert Crosse,The Reivers,FALSE,1311
1957,actor in a supporting role,Russ Tamblyn,Peyton Place,FALSE,1312
1999,actor in a leading role,Russell Crowe,The Insider,FALSE,1313
2000,actor in a leading role,Russell Crowe,Gladiator,TRUE,1314
2001,actor in a leading role,Russell Crowe,A Beautiful Mind,FALSE,1315
1965,actress in a supporting role,Ruth Gordon,Inside Daisy Clover,FALSE,1316
1968,actress in a supporting role,Ruth Gordon,Rosemary's Baby,TRUE,1317
1940,actress in a supporting role,Ruth Hussey,The Philadelphia Story,FALSE,1318
2006,actor in a leading role,Ryan Gosling,Half Nelson,FALSE,1319
1970,actor,Ryan O'Neal,Love Story,FALSE,1320
1955,actor in a supporting role,Sal Mineo,Rebel without a Cause,FALSE,1321
1960,actor in a supporting role,Sal Mineo,Exodus,FALSE,1322
1979,actress in a leading role,Sally Field,Norma Rae,TRUE,1323
1984,actress in a leading role,Sally Field,Places in the Heart,TRUE,1324
2012,actress in a supporting role,Sally Field,Lincoln,FALSE,1325
1970,actress in a supporting role,Sally Kellerman,M*A*S*H,FALSE,1326
1987,actress in a leading role,Sally Kirkland,Anna,FALSE,1327
2002,actress in a leading role,Salma Hayek,Frida,FALSE,1328
1950,actor in a supporting role,Sam Jaffe,The Asphalt Jungle,FALSE,1329
1983,actor in a supporting role,Sam Shepard,The Right Stuff,FALSE,1330
1984,actor in a leading role,Sam Waterston,The Killing Fields,FALSE,1331
1965,actress,Samantha Eggar,The Collector,FALSE,1332
1999,actress in a supporting role,Samantha Morton,Sweet and Lowdown,FALSE,1333
2003,actress in a leading role,Samantha Morton,In America,FALSE,1334
1994,actor in a supporting role,Samuel L. Jackson,Pulp Fiction,FALSE,1335
2009,actress in a leading role,Sandra Bullock,The Blind Side,TRUE,1336
1966,actress in a supporting role,Sandy Dennis,Who's Afraid of Virginia Woolf?,TRUE,1337
2007,actress in a supporting role,Saoirse Ronan,Atonement,FALSE,1338
1941,actress in a supporting role,Sara Allgood,How Green Was My Valley,FALSE,1339
1970,actress,Sarah Miles,Ryan's Daughter,FALSE,1340
1987,actor in a supporting role,Sean Connery,The Untouchables,TRUE,1341
1995,actor in a leading role,Sean Penn,Dead Man Walking,FALSE,1342
1999,actor in a leading role,Sean Penn,Sweet and Lowdown,FALSE,1343
2001,actor in a leading role,Sean Penn,I Am Sam,FALSE,1344
2003,actor in a leading role,Sean Penn,Mystic River,TRUE,1345
2008,actor in a leading role,Sean Penn,Milk,TRUE,1346
1957,actor in a supporting role,Sessue Hayakawa,The Bridge on the River Kwai,FALSE,1347
1968,actor in a supporting role,Seymour Cassel,Faces,FALSE,1348
1995,actress in a leading role,Sharon Stone,Casino,FALSE,1349
1951,actress,Shelley Winters,A Place in the Sun,FALSE,1350
1959,actress in a supporting role,Shelley Winters,The Diary of Anne Frank,TRUE,1351
1965,actress in a supporting role,Shelley Winters,A Patch of Blue,TRUE,1352
1972,actress in a supporting role,Shelley Winters,The Poseidon Adventure,FALSE,1353
1952,actress,Shirley Booth,"Come Back, Little Sheba",TRUE,1354
1960,actress in a supporting role,Shirley Jones,Elmer Gantry,TRUE,1355
1960,actress in a supporting role,Shirley Knight,The Dark at the Top of the Stairs,FALSE,1356
1962,actress in a supporting role,Shirley Knight,Sweet Bird of Youth,FALSE,1357
1958,actress,Shirley MacLaine,Some Came Running,FALSE,1358
1960,actress,Shirley MacLaine,The Apartment,FALSE,1359
1963,actress,Shirley MacLaine,Irma La Douce,FALSE,1360
1977,actress in a leading role,Shirley MacLaine,The Turning Point,FALSE,1361
1983,actress in a leading role,Shirley MacLaine,Terms of Endearment,TRUE,1362
2003,actress in a supporting role,Shohreh Aghdashloo,House of Sand and Fog,FALSE,1363
1958,actor,Sidney Poitier,The Defiant Ones,FALSE,1364
1963,actor,Sidney Poitier,Lilies of the Field,TRUE,1365
1986,actress in a leading role,Sigourney Weaver,Aliens,FALSE,1366
1988,actress in a leading role,Sigourney Weaver,Gorillas in the Mist,FALSE,1367
1988,actress in a supporting role,Sigourney Weaver,Working Girl,FALSE,1368
1959,actress,Simone Signoret,Room at the Top,TRUE,1369
1965,actress,Simone Signoret,Ship of Fools,FALSE,1370
1956,actor,Sir Laurence Olivier,Richard III,FALSE,1371
1976,actress in a leading role,Sissy Spacek,Carrie,FALSE,1372
1980,actress in a leading role,Sissy Spacek,Coal Miner's Daughter,TRUE,1373
1982,actress in a leading role,Sissy Spacek,Missing,FALSE,1374
1984,actress in a leading role,Sissy Spacek,The River,FALSE,1375
1986,actress in a leading role,Sissy Spacek,Crimes of the Heart,FALSE,1376
2001,actress in a leading role,Sissy Spacek,In the Bedroom,FALSE,1377
1968,actress in a supporting role,Sondra Locke,The Heart Is a Lonely Hunter,FALSE,1378
1961,actress,Sophia Loren,Two Women,TRUE,1379
1964,actress,Sophia Loren,Marriage Italian Style,FALSE,1380
2004,actress in a supporting role,Sophie Okonedo,Hotel Rwanda,FALSE,1381
1936,actor,Spencer Tracy,San Francisco,FALSE,1382
1937,actor,Spencer Tracy,Captains Courageous,TRUE,1383
1938,actor,Spencer Tracy,Boys Town,TRUE,1384
1950,actor,Spencer Tracy,Father of the Bride,FALSE,1385
1955,actor,Spencer Tracy,Bad Day at Black Rock,FALSE,1386
1958,actor,Spencer Tracy,The Old Man and the Sea,FALSE,1387
1960,actor,Spencer Tracy,Inherit the Wind,FALSE,1388
1961,actor,Spencer Tracy,Judgment at Nuremberg,FALSE,1389
1967,actor,Spencer Tracy,Guess Who's Coming to Dinner,FALSE,1390
1938,actress in a supporting role,Spring Byington,You Can't Take It with You,FALSE,1391
1964,actor in a supporting role,Stanley Holloway,My Fair Lady,FALSE,1392
2009,actor in a supporting role,Stanley Tucci,The Lovely Bones,FALSE,1393
1992,actor in a leading role,Stephen Rea,The Crying Game,FALSE,1394
1966,actor,Steve McQueen,The Sand Pebbles,FALSE,1395
1993,actress in a leading role,Stockard Channing,Six Degrees of Separation,FALSE,1396
1936,actor in a supporting role,Stuart Erwin,Pigskin Parade,FALSE,1397
1961,actor,Stuart Whitman,The Mark,FALSE,1398
1947,actress,Susan Hayward,Smash-Up--The Story of a Woman,FALSE,1399
1949,actress,Susan Hayward,My Foolish Heart,FALSE,1400
1952,actress,Susan Hayward,With a Song in My Heart,FALSE,1401
1955,actress,Susan Hayward,I'll Cry Tomorrow,FALSE,1402
1958,actress,Susan Hayward,I Want to Live!,TRUE,1403
1959,actress in a supporting role,Susan Kohner,Imitation of Life,FALSE,1404
1942,actress in a supporting role,Susan Peters,Random Harvest,FALSE,1405
1981,actress in a leading role,Susan Sarandon,Atlantic City,FALSE,1406
1991,actress in a leading role,Susan Sarandon,Thelma & Louise,FALSE,1407
1992,actress in a leading role,Susan Sarandon,Lorenzo's Oil,FALSE,1408
1994,actress in a leading role,Susan Sarandon,The Client,FALSE,1409
1995,actress in a leading role,Susan Sarandon,Dead Man Walking,TRUE,1410
1972,actress in a supporting role,Susan Tyrrell,Fat City,FALSE,1411
1969,actress in a supporting role,Susannah York,"They Shoot Horses, Don't They?",FALSE,1412
1941,actor in a supporting role,Sydney Greenstreet,The Maltese Falcon,FALSE,1413
1976,actor in a leading role,Sylvester Stallone,Rocky,FALSE,1414
1969,actress in a supporting role,Sylvia Miles,Midnight Cowboy,FALSE,1415
1975,actress in a supporting role,Sylvia Miles,"Farewell, My Lovely",FALSE,1416
1973,actress in a supporting role,Sylvia Sidney,"Summer Wishes, Winter Dreams",FALSE,1417
1974,actress in a supporting role,Talia Shire,The Godfather Part II,FALSE,1418
1976,actress in a leading role,Talia Shire,Rocky,FALSE,1419
2008,actress in a supporting role,Taraji P. Henson,The Curious Case of Benjamin Button,FALSE,1420
1973,actress in a supporting role,Tatum O'Neal,Paper Moon,TRUE,1421
1962,actor in a supporting role,Telly Savalas,Birdman of Alcatraz,FALSE,1422
1962,actor in a supporting role,Terence Stamp,Billy Budd,FALSE,1423
1941,actress in a supporting role,Teresa Wright,The Little Foxes,FALSE,1424
1942,actress,Teresa Wright,The Pride of the Yankees,FALSE,1425
1942,actress in a supporting role,Teresa Wright,Mrs. Miniver,TRUE,1426
1982,actress in a supporting role,Teri Garr,Tootsie,FALSE,1427
2005,actor in a leading role,Terrence Howard,Hustle & Flow,FALSE,1428
1952,actress in a supporting role,Terry Moore,"Come Back, Little Sheba",FALSE,1429
1986,actress in a supporting role,Tess Harper,Crimes of the Heart,FALSE,1430
1950,actress in a supporting role,Thelma Ritter,All about Eve,FALSE,1431
1951,actress in a supporting role,Thelma Ritter,The Mating Season,FALSE,1432
1952,actress in a supporting role,Thelma Ritter,With a Song in My Heart,FALSE,1433
1953,actress in a supporting role,Thelma Ritter,Pickup on South Street,FALSE,1434
1959,actress in a supporting role,Thelma Ritter,Pillow Talk,FALSE,1435
1962,actress in a supporting role,Thelma Ritter,Birdman of Alcatraz,FALSE,1436
1958,actor in a supporting role,Theodore Bikel,The Defiant Ones,FALSE,1437
1947,actor in a supporting role,Thomas Gomez,Ride the Pink Horse,FALSE,1438
2004,actor in a supporting role,Thomas Haden Church,Sideways,FALSE,1439
1937,actor in a supporting role,Thomas Mitchell,The Hurricane,FALSE,1440
1939,actor in a supporting role,Thomas Mitchell,Stagecoach,TRUE,1441
2007,actress in a supporting role,Tilda Swinton,Michael Clayton,TRUE,1442
2003,actor in a supporting role,Tim Robbins,Mystic River,TRUE,1443
1995,actor in a supporting role,Tim Roth,Rob Roy,FALSE,1444
1980,actor in a supporting role,Timothy Hutton,Ordinary People,TRUE,1445
1986,actor in a supporting role,Tom Berenger,Platoon,FALSE,1446
1983,actor in a leading role,Tom Conti,"Reuben, Reuben",FALSE,1447
1965,actor in a supporting role,Tom Courtenay,Doctor Zhivago,FALSE,1448
1983,actor in a leading role,Tom Courtenay,The Dresser,FALSE,1449
1989,actor in a leading role,Tom Cruise,Born on the Fourth of July,FALSE,1450
1996,actor in a leading role,Tom Cruise,Jerry Maguire,FALSE,1451
1999,actor in a supporting role,Tom Cruise,Magnolia,FALSE,1452
1988,actor in a leading role,Tom Hanks,Big,FALSE,1453
1993,actor in a leading role,Tom Hanks,Philadelphia,TRUE,1454
1994,actor in a leading role,Tom Hanks,Forrest Gump,TRUE,1455
1998,actor in a leading role,Tom Hanks,Saving Private Ryan,FALSE,1456
2000,actor in a leading role,Tom Hanks,Cast Away,FALSE,1457
1984,actor in a leading role,Tom Hulce,Amadeus,FALSE,1458
1954,actor in a supporting role,Tom Tully,The Caine Mutiny,FALSE,1459
2001,actor in a leading role,Tom Wilkinson,In the Bedroom,FALSE,1460
2007,actor in a supporting role,Tom Wilkinson,Michael Clayton,FALSE,1461
1991,actor in a supporting role,Tommy Lee Jones,JFK,FALSE,1462
1993,actor in a supporting role,Tommy Lee Jones,The Fugitive,TRUE,1463
2007,actor in a leading role,Tommy Lee Jones,In the Valley of Elah,FALSE,1464
2012,actor in a supporting role,Tommy Lee Jones,Lincoln,FALSE,1465
1999,actress in a supporting role,Toni Collette,The Sixth Sense,FALSE,1466
1958,actor,Tony Curtis,The Defiant Ones,FALSE,1467
1971,actor,Topol,Fiddler on the Roof,FALSE,1468
1960,actor,Trevor Howard,Sons and Lovers,FALSE,1469
1977,actress in a supporting role,Tuesday Weld,Looking for Mr. Goodbar,FALSE,1470
1994,actress in a supporting role,Uma Thurman,Pulp Fiction,FALSE,1471
1961,actress in a supporting role,Una Merkel,Summer and Smoke,FALSE,1472
1974,actress in a supporting role,Valentina Cortese,Day for Night,FALSE,1473
1974,actress,Valerie Perrine,Lenny,FALSE,1474
1942,actor in a supporting role,Van Heflin,Johnny Eager,TRUE,1475
1966,actress,Vanessa Redgrave,Morgan!,FALSE,1476
1968,actress,Vanessa Redgrave,Isadora,FALSE,1477
1971,actress,Vanessa Redgrave,"Mary, Queen of Scots",FALSE,1478
1977,actress in a supporting role,Vanessa Redgrave,Julia,TRUE,1479
1984,actress in a leading role,Vanessa Redgrave,The Bostonians,FALSE,1480
1992,actress in a supporting role,Vanessa Redgrave,Howards End,FALSE,1481
2009,actress in a supporting role,Vera Farmiga,Up in the Air,FALSE,1482
1962,actor in a supporting role,Victor Buono,What Ever Happened to Baby Jane?,FALSE,1483
1952,actor in a supporting role,Victor McLaglen,The Quiet Man,FALSE,1484
2007,actor in a leading role,Viggo Mortensen,Eastern Promises,FALSE,1485
1973,actor in a supporting role,Vincent Gardenia,Bang the Drum Slowly,FALSE,1486
1987,actor in a supporting role,Vincent Gardenia,Moonstruck,FALSE,1487
2008,actress in a supporting role,Viola Davis,Doubt,FALSE,1488
2011,actress in a leading role,Viola Davis,The Help,FALSE,1489
2004,actress in a supporting role,Virginia Madsen,Sideways,FALSE,1490
1957,actor in a supporting role,Vittorio De Sica,A Farewell to Arms,FALSE,1491
1939,actress,Vivien Leigh,Gone with the Wind,TRUE,1492
1951,actress,Vivien Leigh,A Streetcar Named Desire,TRUE,1493
1966,actress in a supporting role,Vivien Merchant,Alfie,FALSE,1494
1936,actor in a supporting role,Walter Brennan,Come and Get It,TRUE,1495
1938,actor in a supporting role,Walter Brennan,Kentucky,TRUE,1496
1940,actor in a supporting role,Walter Brennan,The Westerner,TRUE,1497
1941,actor in a supporting role,Walter Brennan,Sergeant York,FALSE,1498
1936,actor,Walter Huston,Dodsworth,FALSE,1499
1941,actor,Walter Huston,All That Money Can Buy,FALSE,1500
1942,actor in a supporting role,Walter Huston,Yankee Doodle Dandy,FALSE,1501
1948,actor in a supporting role,Walter Huston,The Treasure of the Sierra Madre,TRUE,1502
1966,actor in a supporting role,Walter Matthau,The Fortune Cookie,TRUE,1503
1971,actor,Walter Matthau,Kotch,FALSE,1504
1975,actor,Walter Matthau,The Sunshine Boys,FALSE,1505
1942,actor,Walter Pidgeon,Mrs. Miniver,FALSE,1506
1943,actor,Walter Pidgeon,Madame Curie,FALSE,1507
1967,actor,Warren Beatty,Bonnie and Clyde,FALSE,1508
1978,actor in a leading role,Warren Beatty,Heaven Can Wait,FALSE,1509
1981,actor in a leading role,Warren Beatty,Reds,FALSE,1510
1991,actor in a leading role,Warren Beatty,Bugsy,FALSE,1511
1938,actress,Wendy Hiller,Pygmalion,FALSE,1512
1958,actress in a supporting role,Wendy Hiller,Separate Tables,TRUE,1513
1966,actress in a supporting role,Wendy Hiller,A Man for All Seasons,FALSE,1514
1985,actress in a leading role,Whoopi Goldberg,The Color Purple,FALSE,1515
1990,actress in a supporting role,Whoopi Goldberg,Ghost,TRUE,1516
2001,actor in a leading role,Will Smith,Ali,FALSE,1517
2006,actor in a leading role,Will Smith,The Pursuit of Happyness,FALSE,1518
1986,actor in a supporting role,Willem Dafoe,Platoon,FALSE,1519
2000,actor in a supporting role,Willem Dafoe,Shadow of the Vampire,FALSE,1520
1942,actor in a supporting role,William Bendix,Wake Island,FALSE,1521
1946,actor in a supporting role,William Demarest,The Jolson Story,FALSE,1522
1940,actor in a supporting role,William Gargan,They Knew What They Wanted,FALSE,1523
1996,actor in a supporting role,William H. Macy,Fargo,FALSE,1524
1985,actor in a supporting role,William Hickey,Prizzi's Honor,FALSE,1525
1950,actor,William Holden,Sunset Blvd.,FALSE,1526
1953,actor,William Holden,Stalag 17,TRUE,1527
1976,actor in a leading role,William Holden,Network,FALSE,1528
1985,actor in a leading role,William Hurt,Kiss of the Spider Woman,TRUE,1529
1986,actor in a leading role,William Hurt,Children of a Lesser God,FALSE,1530
1987,actor in a leading role,William Hurt,Broadcast News,FALSE,1531
2005,actor in a supporting role,William Hurt,A History of Violence,FALSE,1532
1936,actor,William Powell,My Man Godfrey,FALSE,1533
1947,actor,William Powell,Life with Father,FALSE,1534
1993,actress in a supporting role,Winona Ryder,The Age of Innocence,FALSE,1535
1994,actress in a leading role,Winona Ryder,Little Women,FALSE,1536
1977,actor in a leading role,Woody Allen,Annie Hall,FALSE,1537
1996,actor in a leading role,Woody Harrelson,The People vs. Larry Flynt,FALSE,1538
2009,actor in a supporting role,Woody Harrelson,The Messenger,FALSE,1539
1956,actor,Yul Brynner,The King and I,TRUE,1540
